order_id,order_date,customer_id,status,quantity,unit_price,currency,customer_email,total_amount
138,2025-10-01,C1830,closed,7,5.06,GBP,user@example.com,39.98
139,2025-10-09,C1566,pending,7,10.38,USD,user@example.com,86.76
140,2025-10-05,C1739,closed,4,27.77,GBP,,126.63
141,2025-10-11,C1658,open,7,28.42,USD,,232.3
142,2025-10-01,C1674,open,1,45.82,USD,client@corp.com,51.98
143,2025-10-01,C1493,closed,4,30.79,USD,,108.94
144,2025-10-05,C1762,open,6,42.27,USD,client@corp.com,207.67
145,2025-10-01,C1115,open,1,11.21,USD,contact@shop.net,9.67
146,2025-10-07,C1153,pending,6,34.74,USD,client@corp.com,240.04
147,2025-10-05,C1402,open,9,27.73,USD,user@example.com,245.24
148,2025-10-03,C1678,open,7,45.2,USD,client@corp.com,354.99
149,2025-10-07,C1048,closed,6,45.18,USD,client@corp.com,265.65
150,2025-10-05,C1104,pending,2,33.45,EUR,user@example.com,53.53
151,2025-10-05,C1635,open,3,42.14,USD,,127.06
152,2025-10-01,C1207,open,4,17.9,USD,user@example.com,62.68
153,2025-10-09,C1710,open,6,25.21,USD,user@example.com,165.46
154,2025-10-06,C1339,open,2,34.63,YEN,,68.74
155,2025-10-06,C1923,open,9,23.89,USD,,251.71
156,2025-10-01,C1612,closed,5,32.45,USD,,192.55
157,2025-10-06,C1864,pending,4,16.03,USD,,66.27
158,2025-10-03,C1929,open,6,29.32,USD,,196.26
159,2025-10-07,C1899,open,7,16.84,USD,user@example.com,119.66
160,2025-10-01,C1282,pending,8,36.73,USD,client@corp.com,303.84
161,2025-10-07,C1752,closed,7,47.02,USD,,321.19
162,2025-10-03,C1930,pending,4,13.93,USD,user@example.com,59.53
163,2025-10-09,C1109,open,8,16.57,USD,user@example.com,144.48
164,2025-11-05,C1430,pending,8,5.24,USD,,45.01
165,2025-10-09,C1497,open,5,16.2,USD,client@corp.com,75.32
166,2025-10-09,C1087,closed,4,46.09,USD,,198.24
167,2025-10-05,C1923,pending,8,49.71,USD,user@example.com,373.59
168,2025-10-05,C1639,closed,9,44.79,EUR,user@example.com,341.25
169,2025-10-09,C1376,open,8,40.84,USD,contact@shop.net,334.11
170,2025-10-01,C1141,closed,8,7.6,USD,,63.4
171,2025-11-05,C1272,pending,9,18.56,USD,,173.68
172,2025-10-06,C1151,pending,2,14.01,USD,,27.71
173,2025-10-07,C1357,open,2,13.7,USD,,30.58
174,2025-10-11,C1175,open,6,0.0,EUR,,0.0
175,2025-10-11,C1125,closed,7,17.03,USD,user@example.com,111.14
176,2025-11-05,C1891,closed,3,29.66,USD,client@corp.com,97.04
177,2025-10-07,C1265,open,8,47.64,EUR,,342.59
178,2025-10-09,C1929,open,3,31.37,EUR,user@example.com,111.1
179,2025-10-07,C1366,closed,7,47.61,USD,,336.89
180,2025-10-09,C1545,pending,4,43.61,EUR,contact@shop.net,146.04
181,2025-10-03,C1666,open,6,46.03,GBP,,313.27
182,2025-10-06,C1113,closed,3,17.9,USD,,58.05
183,2025-10-07,C1040,closed,9,19.72,USD,contact@shop.net,201.67
184,2025-11-05,C1825,pending,6,5.32,EUR,,32.02
185,2025-10-06,C1979,pending,7,33.09,GBP,,252.35
186,2025-10-06,C1498,open,2,30.0,USD,user@example.com,56.56
187,2025-10-11,C1418,pending,2,46.15,USD,client@corp.com,83.63
188,2025-10-11,C1818,open,5,41.88,USD,,234.53
189,2025-10-06,C1962,closed,9,30.75,USD,client@corp.com,222.18
190,2025-10-05,C1446,open,4,24.05,EUR,user@example.com,78.8
191,2025-10-03,C1409,closed,2,18.41,USD,,33.68
192,2025-10-11,C1751,open,3,25.55,USD,client@corp.com,88.04
193,2025-10-07,C1891,pending,4,40.8,USD,contact@shop.net,165.42
194,2025-10-11,C1295,closed,4,31.86,USD,,118.98
195,2025-10-09,C1891,open,5,16.28,USD,user@example.com,69.52
196,2025-11-05,C1478,open,7,25.52,USD,,180.23
197,2025-10-07,C1154,closed,3,38.76,USD,,129.17
198,2025-10-05,C1442,open,1,18.35,USD,user@example.com,16.13
199,2025-10-11,C1142,pending,2,12.19,USD,,23.81
200,2025-10-05,C1291,open,7,11.19,EUR,,91.78
201,2025-10-09,C1977,open,5,10.9,USD,,46.82
202,2025-10-07,C1971,closed,2,31.02,USD,,60.96
203,2025-10-07,C1119,open,9,12.78,EUR,,-129.07
204,2025-10-03,C1586,closed,9,47.74,GBP,,372.73
205,2025-10-07,C1426,open,2,45.12,GBP,contact@shop.net,105.58
206,2025-10-05,C1454,pending,7,32.3,USD,,193.4
207,2025-10-03,C1454,closed,9,47.7,EUR,,437.57
208,2025-10-05,C1318,open,9,15.09,USD,,127.37
209,2025-10-03,C1059,open,2,39.17,EUR,user@example.com,87.54
210,2025-11-05,C1253,closed,6,15.87,EUR,,99.48
211,2025-10-09,C1292,closed,3,32.57,USD,,101.09
212,2025-10-07,C1408,open,6,10.41,USD,client@corp.com,73.85
213,2025-10-11,C1471,open,7,11.79,GBP,,88.42
214,2025-10-06,C1772,open,7,7.12,USD,,56.98
215,2025-10-01,C1593,open,1,29.0,YEN,,27.33
216,2025-11-05,C1774,open,8,26.12,USD,client@corp.com,223.76
217,2025-11-05,C1753,closed,1,27.68,USD,user@example.com,23.76
218,2025-10-05,C1896,open,5,6.15,USD,user@example.com,32.64
219,2025-10-03,C1957,closed,8,27.75,USD,user@example.com,182.1
220,2025-10-09,C1830,pending,2,5.11,EUR,,9.0
221,2025-10-11,C1749,open,8,15.81,EUR,client@corp.com,105.22
222,2025-10-07,C1894,open,1,16.51,GBP,contact@shop.net,14.37
223,2025-10-06,C1026,open,7,42.16,USD,user@example.com,284.96
224,2025-10-01,C1452,closed,9,37.34,USD,client@corp.com,329.99
225,2025-10-06,C1978,pending,3,39.15,USD,client@corp.com,102.6
226,2025-10-05,C1109,open,4,23.4,USD,,86.44
227,2025-11-05,C1825,pending,3,40.26,EUR,contact@shop.net,119.26
228,2025-11-05,C1423,closed,4,38.98,GBP,,140.95
229,2025-10-09,C1475,open,1,35.92,EUR,user@example.com,36.73
230,2025-10-03,C1768,closed,2,24.41,USD,,39.89
231,2025-10-09,C1672,open,8,10.74,EUR,,72.66
232,2025-10-07,C1739,open,8,22.46,BTC,,144.36
233,2025-10-06,C1496,pending,3,13.8,USD,contact@shop.net,33.77
234,2025-10-01,C1611,open,6,41.59,USD,,262.03
235,2025-10-07,C1698,open,6,36.0,GBP,user@example.com,258.49
236,2025-10-05,C1779,open,2,31.48,EUR,,66.1
237,2025-11-05,C1222,open,7,44.37,BTC,,250.57
238,2025-10-06,C1748,open,8,23.11,USD,contact@shop.net,161.13
239,2025-10-09,C1587,open,7,41.8,USD,contact@shop.net,344.34
240,2025-10-11,C1491,pending,5,35.84,EUR,,203.1
241,2025-11-05,C1064,open,6,49.57,USD,user@example.com,340.44
242,2025-10-01,C1846,pending,2,19.62,USD,,38.84
243,2025-10-03,C1893,open,8,16.16,EUR,user@example.com,148.97
244,2025-10-07,C1502,closed,5,38.16,USD,user@example.com,214.86
245,2025-10-11,C1410,closed,9,16.3,YEN,user@example.com,164.8
246,2025-10-03,C1184,closed,8,35.43,USD,,231.14
247,2025-10-06,C1527,closed,6,46.53,USD,,318.43
248,2025-10-09,C1118,pending,8,33.23,EUR,user@example.com,287.69
249,2025-10-03,C1889,open,4,47.83,USD,,195.38
250,2025-10-06,C1777,open,3,16.7,USD,user@example.com,53.47
251,2025-10-03,C1905,open,3,11.25,GBP,,37.73
252,2025-10-03,C1546,closed,8,6.0,USD,user@example.com,49.53
253,2025-10-05,C1308,closed,2,12.23,USD,client@corp.com,27.34
254,2025-10-11,C1843,pending,4,16.89,USD,client@corp.com,57.92
255,2025-10-01,C1504,pending,1,34.19,BTC,,39.9
256,2025-10-09,C1288,open,2,45.52,USD,user@example.com,82.53
257,2025-10-03,C1777,open,8,20.08,EUR,,149.02
258,2025-10-07,C1985,pending,6,11.11,USD,client@corp.com,77.2
259,2025-10-11,C1932,open,3,15.56,USD,,41.13
260,2025-10-01,C1636,pending,9,26.0,GBP,,268.06
261,2025-10-09,C1896,closed,9,15.54,USD,user@example.com,145.17
262,2025-10-03,C1349,open,3,7.64,BTC,,20.28
263,2025-10-06,C1407,open,8,16.28,GBP,user@example.com,124.93
264,2025-10-01,C1027,closed,6,21.79,USD,user@example.com,152.59
265,2025-10-07,C1086,open,5,13.15,USD,,67.28
266,2025-10-05,C1954,open,3,29.78,USD,client@corp.com,97.32
267,2025-11-05,C1342,open,1,6.22,USD,,5.06
268,2025-10-06,C1312,closed,2,25.83,EUR,,46.38
269,2025-10-06,C1404,pending,9,41.44,USD,user@example.com,411.31
270,2025-10-05,C1737,closed,5,24.95,USD,user@example.com,134.73
271,2025-10-07,C1179,open,8,31.23,YEN,contact@shop.net,267.23
272,2025-10-06,C1460,closed,8,5.96,USD,contact@shop.net,55.49
273,2025-10-01,C1081,pending,9,25.15,YEN,user@example.com,251.07
274,2025-10-05,C1609,pending,3,25.19,BTC,,69.19
275,2025-10-11,C1902,closed,7,26.31,EUR,user@example.com,191.52
276,2025-10-01,C1368,open,6,16.18,GBP,,98.31
277,2025-11-05,C1582,pending,4,17.22,BTC,,71.99
278,2025-10-03,C1529,closed,3,34.18,EUR,,117.67
279,2025-10-06,C1318,open,6,7.69,EUR,contact@shop.net,42.31
280,2025-10-11,C1345,open,1,0.0,YEN,,0.0
281,2025-11-05,C1520,closed,5,31.21,USD,,178.43
282,2025-10-05,C1456,open,4,34.25,BTC,,161.55
283,2025-10-07,C1201,pending,3,24.32,USD,user@example.com,82.51
284,2025-10-01,C1411,open,3,5.47,GBP,,14.8
285,2025-10-06,C1464,open,3,5.16,USD,,12.81
286,2025-10-07,C1314,open,9,43.54,USD,client@corp.com,392.86
287,2025-10-01,C1146,open,6,36.61,USD,,260.95
288,2025-10-09,C1379,closed,3,34.46,USD,,112.16
289,2025-10-01,C1346,open,8,37.55,USD,,268.25
290,2025-10-01,C1991,closed,2,32.26,USD,user@example.com,68.46
291,2025-10-03,C1624,closed,5,24.0,USD,,139.57
292,2025-10-05,C1385,closed,5,40.36,EUR,,225.84
293,2025-10-03,C1828,open,2,27.63,USD,user@example.com,51.3
294,2025-10-05,C1826,open,7,17.88,USD,user@example.com,131.6
295,2025-10-01,C1891,open,9,19.96,USD,,197.22
296,2025-10-03,C1125,closed,6,11.34,USD,client@corp.com,71.64
297,2025-10-05,C1344,open,1,8.62,USD,,7.76
298,2025-10-06,C1885,open,1,28.23,USD,,23.04
299,2025-10-09,C1648,open,4,5.32,USD,user@example.com,20.05
300,2025-10-03,C1114,open,8,32.43,GBP,client@corp.com,286.25
301,2025-10-06,C1512,pending,4,48.42,EUR,,155.5
302,2025-10-05,C1091,pending,2,10.82,USD,,20.24
303,2025-10-11,C1255,open,3,11.6,USD,contact@shop.net,28.18
304,2025-10-11,C1882,open,8,22.35,USD,user@example.com,204.13
305,2025-10-06,C1521,open,3,28.83,BTC,user@example.com,85.01
306,2025-10-07,C1653,open,4,49.16,EUR,,191.2
307,2025-10-01,C1937,pending,6,22.21,USD,,145.2
308,2025-10-05,C1420,pending,2,29.82,USD,client@corp.com,51.34
309,2025-10-11,C1719,open,6,31.79,USD,,201.11
310,2025-10-03,C1027,open,3,24.71,USD,,65.44
311,2025-10-09,C1031,open,4,33.33,USD,client@corp.com,154.0
312,2025-10-06,C1859,open,7,5.33,USD,,40.78
313,2025-10-09,C1940,open,9,47.78,USD,contact@shop.net,366.08
314,2025-10-01,C1546,closed,8,25.21,EUR,contact@shop.net,193.13
315,2025-10-07,C1760,pending,5,42.98,USD,contact@shop.net,194.36
316,2025-10-01,C1250,open,9,40.04,BTC,client@corp.com,359.13
317,2025-10-11,C1269,closed,6,9.35,USD,user@example.com,55.37
318,2025-10-09,C1772,open,3,40.59,USD,contact@shop.net,104.87
319,2025-10-07,C1350,closed,3,24.62,USD,,78.6
320,2025-10-09,C1031,closed,2,37.21,USD,client@corp.com,66.82
321,2025-10-05,C1448,closed,4,41.55,USD,,147.99
322,2025-10-03,C1882,closed,3,18.54,USD,,59.66
323,2025-10-06,C1800,open,3,17.56,USD,contact@shop.net,52.63
324,2025-10-05,C1693,open,6,9.83,USD,client@corp.com,51.68
325,2025-10-03,C1984,closed,6,37.09,USD,,248.07
326,2025-10-06,C1557,pending,5,23.06,USD,,103.22
327,2025-10-01,C1924,open,8,12.77,BTC,,102.79
328,2025-10-11,C1529,open,8,16.33,USD,client@corp.com,135.9
329,2025-10-09,C1949,closed,7,10.43,GBP,,75.29
330,2025-10-09,C1615,open,2,6.53,USD,,11.26
331,2025-11-05,C1339,open,5,27.64,YEN,client@corp.com,151.18
332,2025-10-05,C1213,open,1,47.62,USD,,48.29
333,2025-10-01,C1897,open,5,18.31,EUR,,86.9
334,2025-10-06,C1657,open,4,26.75,YEN,,117.65
335,2025-10-03,C1013,pending,1,43.27,USD,,46.36
336,2025-10-06,C1014,closed,6,25.4,USD,,131.18
337,2025-11-05,C1573,open,7,25.46,USD,user@example.com,211.72
338,2025-10-01,C1123,closed,4,25.1,USD,contact@shop.net,98.41
339,2025-10-05,C1941,closed,2,15.35,USD,user@example.com,27.45
340,2025-10-05,C1212,open,5,46.22,YEN,contact@shop.net,257.23
341,2025-10-11,C1724,pending,9,23.67,USD,client@corp.com,250.9
342,2025-10-03,C1434,open,3,16.2,EUR,,45.36
343,2025-10-06,C1713,open,1,9.62,EUR,contact@shop.net,8.17
344,2025-10-05,C1123,open,6,48.19,EUR,,313.87
345,2025-10-07,C1406,open,9,40.54,GBP,,375.34
346,2025-10-11,C1056,closed,9,38.15,USD,,366.08
347,2025-10-11,C1928,open,6,40.22,USD,user@example.com,255.42
348,2025-10-01,C1470,open,7,43.23,USD,,243.82
349,2025-10-09,C1524,closed,1,39.76,USD,,46.19
350,2025-10-11,C1518,pending,3,39.34,BTC,client@corp.com,103.49
351,2025-10-05,C1458,open,2,39.01,USD,,70.99
352,2025-10-11,C1101,pending,9,41.01,USD,client@corp.com,433.56
353,2025-10-09,C1281,open,6,7.11,USD,,49.88
354,2025-11-05,C1029,closed,3,17.03,BTC,,57.6
355,2025-10-01,C1269,closed,7,22.67,USD,,151.96
356,2025-10-05,C1550,pending,3,21.39,USD,user@example.com,59.18
357,2025-10-05,C1337,closed,8,8.98,USD,user@example.com,66.76
358,2025-10-01,C1660,open,1,25.46,USD,,22.97
359,2025-10-06,C1872,open,2,23.39,GBP,,40.37
360,2025-10-05,C1759,open,2,13.1,EUR,,30.31
361,2025-10-09,C1517,open,8,32.96,YEN,,269.73
362,2025-10-06,C1774,closed,7,12.91,USD,client@corp.com,93.93
363,2025-10-01,C1002,open,4,43.04,YEN,,145.21
364,2025-10-03,C1978,closed,8,25.44,EUR,,219.26
365,2025-10-06,C1035,pending,2,21.45,YEN,user@example.com,35.18
366,2025-10-07,C1171,pending,8,9.6,USD,,85.94
367,2025-10-11,C1083,pending,9,25.77,USD,user@example.com,242.05
368,2025-10-07,C1317,open,4,38.59,BTC,user@example.com,150.21
369,2025-11-05,C1792,open,2,45.91,USD,client@corp.com,81.26
370,2025-11-05,C1611,open,4,22.19,USD,,82.07
371,2025-11-05,C1727,closed,7,46.72,USD,,275.89
372,2025-10-06,C1414,open,3,20.41,EUR,contact@shop.net,53.17
373,2025-10-11,C1114,pending,9,40.5,USD,contact@shop.net,324.06
374,2025-10-03,C1346,closed,8,5.72,EUR,,51.57
375,2025-10-09,C1386,closed,9,12.65,USD,,105.41
376,2025-10-03,C1724,open,6,20.44,YEN,,127.82
377,2025-10-09,C1633,open,7,15.37,USD,,103.59
378,2025-11-05,C1048,pending,7,32.66,YEN,client@corp.com,238.58
379,2025-10-01,C1447,closed,9,28.66,USD,contact@shop.net,274.11
380,2025-10-01,C1480,open,9,48.77,USD,client@corp.com,492.73
381,2025-10-09,C1282,open,4,41.89,USD,user@example.com,143.57
382,2025-10-09,C1443,open,1,8.83,USD,client@corp.com,8.39
383,2025-10-09,C1412,open,2,27.21,USD,user@example.com,48.86
384,2025-10-03,C1029,open,2,19.45,USD,client@corp.com,33.66
385,2025-10-11,C1396,pending,9,40.44,USD,user@example.com,322.15
386,2025-10-01,C1833,open,1,31.43,EUR,contact@shop.net,32.77
387,2025-10-11,C1981,open,7,11.41,USD,user@example.com,69.07
388,2025-10-09,C1371,pending,5,5.78,USD,contact@shop.net,31.04
389,2025-10-01,C1450,open,9,41.27,USD,contact@shop.net,364.23
390,2025-10-11,C1328,open,4,49.61,USD,contact@shop.net,216.98
391,2025-10-07,C1112,closed,7,5.02,GBP,,29.41
392,2025-10-11,C1103,open,5,36.62,USD,user@example.com,200.1
393,2025-10-03,C1813,closed,4,18.23,USD,user@example.com,62.95
394,2025-10-07,C1039,open,3,46.94,GBP,client@corp.com,123.44
395,2025-10-09,C1472,closed,8,12.49,USD,,94.13
396,2025-10-11,C1702,open,8,38.28,USD,,352.08
397,2025-10-06,C1882,open,2,16.88,USD,,39.18
398,2025-10-07,C1360,open,9,7.32,USD,client@corp.com,54.93
399,2025-11-05,C1668,open,7,17.26,USD,,127.23
400,2025-10-11,C1328,open,1,11.67,USD,,12.11
401,2025-10-11,C1540,closed,6,5.23,EUR,,33.53
402,2025-10-05,C1243,closed,3,11.36,EUR,,33.07
403,2025-10-11,C1907,open,8,7.84,GBP,,56.96
404,2025-10-01,C1204,open,4,12.81,USD,,53.27
405,2025-10-09,C1518,open,7,18.34,USD,client@corp.com,148.7
406,2025-10-01,C1799,closed,8,31.81,EUR,client@corp.com,253.73
407,2025-10-05,C1558,open,8,38.66,USD,,295.85
408,2025-10-01,C1614,closed,7,48.31,USD,,378.9
409,2025-10-03,C1921,open,5,49.88,USD,contact@shop.net,211.97
410,2025-10-06,C1338,closed,5,32.6,USD,,187.79
411,2025-10-06,C1640,closed,7,32.13,USD,,207.6
412,2025-10-05,C1130,open,3,39.79,USD,,-135.25
413,2025-10-07,C1847,open,7,41.92,USD,,340.67
414,2025-10-11,C1955,open,5,13.78,YEN,user@example.com,74.73
415,2025-10-06,C1166,open,8,16.02,USD,user@example.com,137.04
416,2025-10-01,C1283,open,4,38.52,USD,user@example.com,182.47
417,2025-10-03,C1109,open,4,9.2,GBP,user@example.com,30.44
418,2025-10-01,C1109,open,6,40.64,USD,client@corp.com,291.29
419,2025-11-05,C1108,pending,4,40.19,USD,,136.36
420,2025-10-03,C1879,closed,9,34.2,USD,user@example.com,317.18
421,2025-10-11,C1878,open,6,33.66,EUR,,236.83
422,2025-10-06,C1484,open,5,9.12,EUR,,36.86
423,2025-11-05,C1529,pending,1,5.69,USD,,6.64
424,2025-10-06,C1606,closed,9,32.62,USD,user@example.com,271.72
425,2025-10-09,C1379,open,3,23.18,USD,client@corp.com,56.58
