order_id,order_date,customer_id,status,quantity,unit_price,currency,customer_email,total_amount
145,2025-09-14,C1144,closed,4.0,57.93,USD,user145@example.com,228.91
146,2025-09-14,C1145,open,3.0,19.91,EUR,user146@example.com,58.65
147,2025-09-07,C1146,closed,5.0,41.7,GBP,user147@example.com,212.06
148,2025-09-23,C1147,closed,4.0,39.14,USD,user148@example.com,154.94
149,2025-09-10,C1148,open,3.0,38.92,USD,user149@example.com,117.6
150,2025-09-25,C1149,open,2.0,23.27,GBP,user150@example.com,46.7
151,2025-10-05,C1150,closed,1.0,11.22,EUR,user151@example.com,11.12
152,2025-09-29,C1151,closed,4.0,46.41,USD,user152@example.com,183.43
153,2025-09-09,C1152,closed,2.0,49.91,GBP,user153@example.com,98.11
154,2025-09-15,C1153,open,4.0,59.8,USD,user154@example.com,240.0
155,2025-10-01,C1154,open,1.0,25.83,USD,user155@example.com,25.38
156,2025-09-22,C1155,closed,4.0,29.59,USD,user156@example.com,117.1
157,2025-09-25,C1156,open,5.0,23.74,USD,user157@example.com,121.02
158,2025-09-25,C1157,open,1.0,44.19,USD,user158@example.com,44.63
159,2025-10-05,C1158,closed,1.0,48.96,USD,user159@example.com,48.86
160,2025-09-06,C1159,open,1.0,43.41,GBP,user160@example.com,44.14
161,2025-09-27,C1160,closed,1.0,22.72,EUR,user161@example.com,22.97
162,2025-09-11,C1161,pending,4.0,31.65,USD,user162@example.com,128.55
163,2025-09-28,C1162,open,1.0,38.73,GBP,user163@example.com,38.57
164,2025-09-19,C1163,pending,1.0,39.09,GBP,user164@example.com,39.81
165,2025-09-16,C1164,open,5.0,25.64,GBP,user165@example.com,130.75
166,2025-09-09,C1165,open,2.0,36.09,GBP,user166@example.com,72.6
167,2025-09-25,C1166,open,1.0,28.05,EUR,user167@example.com,28.32
168,2025-09-06,C1167,closed,2.0,16.86,USD,user168@example.com,33.18
169,2025-09-22,C1168,closed,3.0,21.94,USD,user169@example.com,64.6
170,2025-09-10,C1169,open,2.0,30.15,USD,user170@example.com,59.71
171,2025-10-05,C1170,open,3.0,13.95,EUR,user171@example.com,42.63
172,2025-09-09,C1171,pending,5.0,42.19,GBP,user172@example.com,209.53
173,2025-09-24,C1172,closed,4.0,24.62,USD,user173@example.com,97.46
174,2025-09-30,C1173,pending,4.0,59.39,EUR,user174@example.com,242.28
175,2025-09-17,C1174,open,5.0,51.22,EUR,user175@example.com,258.31
176,2025-09-23,C1175,open,1.0,36.38,EUR,user176@example.com,36.38
177,2025-09-12,C1176,open,3.0,40.23,GBP,user177@example.com,120.8
178,2025-10-02,C1177,pending,2.0,44.68,USD,user178@example.com,88.86
179,2025-09-16,C1178,open,3.0,42.33,USD,user179@example.com,128.39
180,2025-10-03,C1179,pending,2.0,52.24,GBP,user180@example.com,106.28
181,2025-09-15,C1180,closed,4.0,47.54,USD,user181@example.com,192.37
182,2025-10-01,C1181,open,3.0,28.64,USD,user182@example.com,86.9
183,2025-10-04,C1182,closed,2.0,53.12,EUR,user183@example.com,107.67
184,2025-09-21,C1183,closed,5.0,29.47,GBP,user184@example.com,147.12
185,2025-09-19,C1184,open,2.0,38.38,USD,user185@example.com,77.42
186,2025-09-08,C1185,pending,4.0,46.79,USD,user186@example.com,189.98
187,2025-09-30,C1186,closed,3.0,19.43,USD,user187@example.com,57.77
188,2025-09-08,C1187,open,2.0,57.29,EUR,user188@example.com,115.4
189,2025-09-11,C1188,pending,5.0,10.31,USD,user189@example.com,51.35
190,2025-09-24,C1189,open,5.0,50.72,USD,user190@example.com,256.29
191,2025-09-23,C1190,closed,4.0,54.05,GBP,user191@example.com,218.51
192,2025-09-15,C1191,closed,1.0,26.9,EUR,user192@example.com,26.8
193,2025-09-17,C1192,open,2.0,56.02,GBP,user193@example.com,112.03
194,2025-09-14,C1193,open,5.0,41.36,USD,user194@example.com,202.71
195,2025-09-22,C1194,closed,5.0,23.12,EUR,user195@example.com,115.54
196,2025-09-18,C1195,open,2.0,51.01,GBP,user196@example.com,101.47
197,2025-09-10,C1196,closed,5.0,28.82,EUR,user197@example.com,146.51
198,2025-10-03,C1197,closed,4.0,43.43,EUR,user198@example.com,174.95
199,2025-09-15,C1198,closed,4.0,19.88,GBP,user199@example.com,79.81
200,2025-09-08,C1199,open,2.0,12.19,USD,user200@example.com,24.1
