order_id,order_date,customer_id,status,quantity,unit_price,currency,customer_email,total_amount
68,2025-09-25,C1067,closed,3.0,50.68,GBP,user68@example.com,151.01
69,2025-09-24,C1068,pending,3.0,45.2,USD,user69@example.com,137.95
70,2025-09-29,C1069,open,5.0,10.85,GBP,user70@example.com,55.3
71,2025-09-29,C1070,closed,4.0,40.06,USD,user71@example.com,162.19
72,2025-09-18,C1071,closed,2.0,18.32,EUR,user72@example.com,36.65
73,2025-09-20,C1072,closed,2.0,40.79,USD,user73@example.com,82.59
74,2025-10-14,C1073,pending,1.0,38.14,GBP,user74@example.com,37.53
75,2025-09-24,C1074,closed,2.0,10.34,USD,user75@example.com,20.92
76,2025-09-08,C1075,open,2.0,56.44,USD,user76@example.com,111.07
77,2025-10-05,C1076,open,2.0,34.27,USD,user77@example.com,68.38
78,2025-10-17,C1077,closed,5.0,34.49,USD,user78@example.com,172.63
79,2025-09-09,C1078,closed,1.0,40.77,EUR,user79@example.com,40.71
80,2025-10-06,C1079,open,2.0,51.48,USD,user80@example.com,101.65
81,2025-09-25,C1080,open,4.0,37.77,GBP,user81@example.com,150.51
82,2025-09-17,C1081,open,2.0,31.11,USD,user82@example.com,62.93
83,2025-09-23,C1082,pending,4.0,13.34,USD,user83@example.com,52.59
84,2025-10-13,C1083,open,4.0,20.0,USD,user84@example.com,79.64
85,2025-09-16,C1084,open,3.0,45.35,EUR,user85@example.com,135.86
86,2025-09-21,C1085,open,5.0,40.56,GBP,user86@example.com,205.49
87,2025-09-07,C1086,closed,4.0,48.92,USD,user87@example.com,198.32
88,2025-09-12,C1087,closed,5.0,38.61,USD,user88@example.com,191.38
89,2025-09-21,C1088,closed,1.0,13.99,USD,user89@example.com,13.98
90,2025-09-18,C1089,open,2.0,44.07,EUR,user90@example.com,86.66
91,2025-09-27,C1090,open,1.0,19.76,GBP,user91@example.com,19.7
92,2025-09-24,C1091,pending,2.0,51.78,USD,user92@example.com,105.22
93,2025-09-23,C1092,closed,1.0,34.39,USD,user93@example.com,35.04
94,2025-10-20,C1093,closed,5.0,37.12,USD,user94@example.com,183.89
95,2025-09-17,C1094,open,2.0,29.13,GBP,user95@example.com,59.07
96,2025-10-20,C1095,open,5.0,11.43,GBP,user96@example.com,57.9
97,2025-10-07,C1096,pending,1.0,15.29,GBP,user97@example.com,15.46
98,2025-09-14,C1097,pending,5.0,53.22,GBP,user98@example.com,267.82
99,2025-09-28,C1098,open,4.0,40.17,USD,user99@example.com,158.68
100,2025-09-09,C1099,open,2.0,26.77,USD,user100@example.com,53.98
101,2025-10-14,C1100,pending,2.0,20.21,EUR,user101@example.com,40.93
102,2025-09-29,C1101,open,1.0,31.02,EUR,user102@example.com,30.43
103,2025-10-20,C1102,closed,3.0,59.07,EUR,user103@example.com,180.62
104,2025-09-08,C1103,closed,3.0,57.54,USD,user104@example.com,173.81
105,2025-09-06,C1104,open,4.0,55.33,EUR,user105@example.com,224.67
106,2025-09-24,C1105,closed,4.0,16.5,USD,user106@example.com,67.19
107,2025-09-29,C1106,pending,1.0,57.39,USD,user107@example.com,57.73
108,2025-09-20,C1107,pending,3.0,44.78,GBP,user108@example.com,133.59
109,2025-09-16,C1108,closed,4.0,56.56,USD,user109@example.com,221.77
110,2025-10-01,C1109,closed,3.0,36.66,USD,user110@example.com,108.39
111,2025-09-22,C1110,closed,5.0,26.34,GBP,user111@example.com,133.85
112,2025-10-05,C1111,pending,5.0,46.84,USD,user112@example.com,237.48
113,2025-09-26,C1112,closed,4.0,29.76,USD,user113@example.com,120.8
114,2025-09-21,C1113,pending,3.0,45.43,GBP,user114@example.com,137.33
115,2025-09-29,C1114,pending,4.0,26.14,GBP,user115@example.com,105.03
116,2025-09-11,C1115,open,1.0,42.04,EUR,user116@example.com,41.64
117,2025-09-12,C1116,open,3.0,39.31,GBP,user117@example.com,116.14
118,2025-09-07,C1117,closed,1.0,23.22,USD,user118@example.com,23.01
119,2025-09-28,C1118,closed,1.0,16.03,USD,user119@example.com,16.27
120,2025-10-19,C1119,closed,5.0,57.61,USD,user120@example.com,293.42
121,2025-09-06,C1120,open,3.0,20.43,EUR,user121@example.com,62.14
122,2025-10-06,C1121,pending,3.0,53.22,GBP,user122@example.com,158.25
123,2025-09-20,C1122,closed,3.0,38.37,GBP,user123@example.com,114.3
124,2025-09-28,C1123,open,3.0,12.63,GBP,user124@example.com,38.2
125,2025-09-08,C1124,open,5.0,46.07,USD,user125@example.com,231.02
126,2025-09-08,C1125,closed,1.0,42.28,GBP,user126@example.com,42.88
127,2025-10-12,C1126,closed,3.0,21.46,USD,user127@example.com,64.33
128,2025-10-03,C1127,closed,5.0,24.59,GBP,user128@example.com,121.04
129,2025-10-01,C1128,open,2.0,14.95,EUR,user129@example.com,30.41
130,2025-09-10,C1129,closed,2.0,55.63,EUR,user130@example.com,109.18
131,2025-09-18,C1130,open,2.0,33.01,USD,user131@example.com,65.93
132,2025-10-14,C1131,pending,1.0,26.45,EUR,user132@example.com,26.14
133,2025-09-19,C1132,open,3.0,29.96,EUR,user133@example.com,88.87
134,2025-10-03,C1133,closed,2.0,56.52,GBP,user134@example.com,114.13
135,2025-09-06,C1134,closed,2.0,57.57,EUR,user135@example.com,115.35
136,2025-10-03,C1135,open,5.0,40.46,USD,user136@example.com,204.88
137,2025-09-09,C1136,open,4.0,40.66,EUR,user137@example.com,161.52
138,2025-09-07,C1137,closed,2.0,32.07,USD,user138@example.com,64.45
139,2025-09-11,C1138,closed,2.0,12.86,GBP,user139@example.com,25.72
140,2025-09-21,C1139,closed,5.0,31.26,USD,user140@example.com,158.33
141,2025-09-11,C1140,open,4.0,48.02,GBP,user141@example.com,193.13
142,2025-09-16,C1141,closed,5.0,14.5,USD,user142@example.com,73.87
143,2025-09-22,C1142,closed,2.0,39.07,USD,user143@example.com,79.63
144,2025-09-10,C1143,closed,4.0,32.51,GBP,user144@example.com,129.19
145,2025-09-09,C1144,closed,4.0,57.44,GBP,user145@example.com,228.2
146,2025-09-08,C1145,closed,1.0,14.76,USD,user146@example.com,14.55
147,2025-10-06,C1146,closed,5.0,30.92,GBP,user147@example.com,154.81
148,2025-10-03,C1147,pending,1.0,47.39,EUR,user148@example.com,46.49
149,2025-09-08,C1148,closed,4.0,36.66,GBP,user149@example.com,146.63
150,2025-09-17,C1149,open,2.0,17.03,EUR,user150@example.com,34.64
151,2025-09-09,C1150,open,4.0,34.02,EUR,user151@example.com,138.37
152,2025-09-17,C1151,pending,2.0,11.18,GBP,user152@example.com,22.32
153,2025-09-22,C1152,closed,5.0,33.11,USD,user153@example.com,168.02
154,2025-09-08,C1153,open,1.0,36.5,USD,user154@example.com,36.53
155,2025-09-23,C1154,open,4.0,26.17,EUR,user155@example.com,104.0
156,2025-10-15,C1155,closed,3.0,33.47,EUR,user156@example.com,99.31
157,2025-09-26,C1156,closed,1.0,58.2,GBP,user157@example.com,57.79
158,2025-10-20,C1157,closed,4.0,43.11,USD,user158@example.com,174.57
159,2025-10-05,C1158,pending,3.0,14.0,GBP,user159@example.com,42.67
160,2025-09-09,C1159,closed,2.0,57.23,EUR,user160@example.com,112.41
161,2025-10-06,C1160,closed,2.0,37.0,USD,user161@example.com,75.34
162,2025-10-05,C1161,closed,5.0,50.72,GBP,user162@example.com,251.77
163,2025-09-19,C1162,closed,3.0,26.7,USD,user163@example.com,80.66
164,2025-10-15,C1163,closed,3.0,29.91,USD,user164@example.com,89.64
165,2025-09-29,C1164,open,3.0,34.69,GBP,user165@example.com,105.16
166,2025-09-07,C1165,open,1.0,42.06,USD,user166@example.com,42.56
167,2025-10-06,C1166,closed,4.0,52.88,USD,user167@example.com,215.62
168,2025-09-28,C1167,open,2.0,14.06,USD,user168@example.com,28.51
169,2025-10-18,C1168,pending,1.0,24.44,USD,user169@example.com,24.83
170,2025-09-09,C1169,pending,2.0,55.7,USD,user170@example.com,113.33
171,2025-10-09,C1170,closed,4.0,33.08,USD,user171@example.com,131.49
172,2025-09-07,C1171,closed,3.0,22.18,EUR,user172@example.com,67.83
173,2025-09-09,C1172,closed,3.0,36.86,USD,user173@example.com,111.23
174,2025-10-01,C1173,pending,3.0,40.45,GBP,user174@example.com,123.68
175,2025-09-10,C1174,closed,4.0,35.73,GBP,user175@example.com,142.22
176,2025-10-14,C1175,open,5.0,58.33,USD,user176@example.com,291.75
177,2025-09-22,C1176,open,5.0,55.6,GBP,user177@example.com,273.17
178,2025-09-10,C1177,open,4.0,49.04,USD,user178@example.com,199.43
179,2025-10-14,C1178,closed,2.0,21.47,USD,user179@example.com,43.46
180,2025-09-11,C1179,pending,3.0,53.55,USD,user180@example.com,158.33
181,2025-10-01,C1180,closed,5.0,33.1,USD,user181@example.com,163.33
182,2025-10-05,C1181,closed,1.0,20.78,USD,user182@example.com,20.59
183,2025-09-24,C1182,open,3.0,57.33,USD,user183@example.com,172.61
184,2025-09-11,C1183,open,2.0,42.94,EUR,user184@example.com,85.43
185,2025-09-11,C1184,open,4.0,54.28,USD,user185@example.com,221.46
186,2025-09-19,C1185,closed,1.0,34.87,USD,user186@example.com,35.51
187,2025-09-10,C1186,open,2.0,18.19,GBP,user187@example.com,36.63
188,2025-09-17,C1187,pending,2.0,50.17,EUR,user188@example.com,99.9
189,2025-09-18,C1188,open,3.0,56.87,USD,user189@example.com,169.26
190,2025-09-17,C1189,pending,2.0,13.7,EUR,user190@example.com,27.73
191,2025-10-13,C1190,open,1.0,40.18,USD,user191@example.com,40.82
192,2025-09-10,C1191,closed,2.0,40.45,GBP,user192@example.com,81.58
193,2025-09-16,C1192,open,5.0,55.8,USD,user193@example.com,277.73
194,2025-09-24,C1193,pending,5.0,16.65,USD,user194@example.com,82.11
195,2025-09-19,C1194,open,3.0,52.91,USD,user195@example.com,157.92
196,2025-10-08,C1195,open,3.0,41.68,GBP,user196@example.com,123.7
197,2025-09-27,C1196,pending,2.0,51.49,USD,user197@example.com,101.51
198,2025-09-15,C1197,open,3.0,29.02,USD,user198@example.com,85.38
199,2025-09-19,C1198,closed,3.0,40.07,USD,user199@example.com,118.2
200,2025-09-26,C1199,pending,5.0,42.56,USD,user200@example.com,209.21
