order_id,order_date,customer_id,status,quantity,unit_price,currency,customer_email,total_amount,imputed_flag,missing_reason,dq_alert,dq_flag
24,2025-09-16,C1023,open,3.0,40.88,GBP,user24@example.com,124.49,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
25,2025-09-27,C1024,open,3.0,47.22,USD,user25@example.com,140.46,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
26,2025-09-19,C1025,closed,3.0,19.46,USD,user26@example.com,57.96,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
27,2025-09-19,C1026,open,4.0,15.37,USD,user27@example.com,61.5,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
28,2025-10-02,C1027,open,1.0,59.16,USD,user28@example.com,59.21,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
29,2025-09-10,C1028,open,2.0,36.54,GBP,user29@example.com,72.36,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
30,2025-09-24,C1029,open,5.0,55.57,EUR,user30@example.com,277.01,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
31,2025-09-10,C1030,closed,5.0,31.8,EUR,user31@example.com,159.78,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
32,2025-09-16,C1031,closed,3.0,36.3,USD,user32@example.com,109.58,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
33,2025-09-12,C1032,open,5.0,46.7,GBP,user33@example.com,233.57,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
34,2025-10-04,C1033,open,4.0,21.82,USD,user34@example.com,87.57,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
35,2025-10-02,C1034,closed,2.0,54.03,EUR,user35@example.com,107.16,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
36,2025-10-02,C1035,closed,5.0,15.64,USD,user36@example.com,78.37,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
37,2025-10-03,C1036,open,2.0,55.81,USD,user37@example.com,112.17,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
38,2025-09-19,C1037,open,5.0,32.59,GBP,user38@example.com,165.21,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
39,2025-09-08,C1038,closed,4.0,58.69,USD,user39@example.com,235.84,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
40,2025-09-12,C1039,pending,4.0,26.83,USD,user40@example.com,107.32,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
41,2025-09-15,C1040,open,1.0,32.4,EUR,user41@example.com,32.58,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
42,2025-09-22,C1041,pending,1.0,54.22,USD,user42@example.com,54.74,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
43,2025-09-10,C1042,open,3.0,12.81,USD,user43@example.com,38.64,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
44,2025-09-20,C1043,pending,3.0,52.26,USD,user44@example.com,159.72,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
45,2025-10-01,C1044,closed,4.0,25.73,USD,user45@example.com,103.62,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
46,2025-09-15,C1045,open,4.0,56.57,USD,user46@example.com,230.15,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
47,2025-09-24,C1046,open,3.0,31.54,EUR,user47@example.com,93.34,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
48,2025-09-09,C1047,open,1.0,45.67,USD,user48@example.com,44.77,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
49,2025-09-28,C1048,pending,1.0,31.62,USD,user49@example.com,31.01,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
50,2025-09-22,C1049,closed,2.0,10.08,USD,user50@example.com,20.04,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
51,2025-09-06,C1050,open,1.0,16.16,GBP,user51@example.com,15.92,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
52,2025-09-17,C1051,open,5.0,45.81,USD,user52@example.com,224.84,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
53,2025-10-04,C1052,open,5.0,26.51,USD,user53@example.com,130.92,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
54,2025-09-18,C1053,open,1.0,36.9,EUR,user54@example.com,37.14,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
55,2025-09-29,C1054,pending,2.0,12.46,USD,user55@example.com,24.8,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
56,2025-09-26,C1055,closed,5.0,51.15,USD,user56@example.com,254.63,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
57,2025-09-14,C1056,pending,4.0,50.23,USD,user57@example.com,203.99,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
58,2025-09-06,C1057,open,1.0,40.28,EUR,user58@example.com,40.63,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
59,2025-10-05,C1058,open,5.0,22.27,GBP,user59@example.com,110.39,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
60,2025-09-16,C1059,closed,2.0,27.98,USD,user60@example.com,56.28,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
61,2025-09-07,C1060,open,1.0,37.77,EUR,user61@example.com,37.44,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
62,2025-10-05,C1061,closed,5.0,49.44,USD,user62@example.com,247.87,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
63,2025-10-03,C1062,open,1.0,16.31,USD,user63@example.com,16.32,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
64,2025-09-19,C1063,pending,1.0,19.67,USD,user64@example.com,19.69,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
65,2025-10-04,C1064,closed,2.0,38.44,USD,user65@example.com,78.27,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
66,2025-09-24,C1065,pending,4.0,54.22,USD,user66@example.com,218.45,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
67,2025-09-27,C1066,open,4.0,16.23,USD,user67@example.com,64.42,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
68,2025-09-08,C1067,pending,2.0,15.75,EUR,user68@example.com,31.72,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
69,2025-09-20,C1068,closed,3.0,42.62,USD,user69@example.com,129.66,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
70,2025-09-09,C1069,pending,1.0,14.95,EUR,user70@example.com,15.04,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
71,2025-09-13,C1070,open,1.0,10.37,GBP,user71@example.com,10.55,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
72,2025-09-26,C1071,open,3.0,29.18,USD,user72@example.com,87.88,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
73,2025-09-07,C1072,open,2.0,16.15,GBP,user73@example.com,32.07,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
74,2025-10-01,C1073,closed,5.0,18.04,EUR,user74@example.com,89.15,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
75,2025-09-13,C1074,open,2.0,13.03,EUR,user75@example.com,26.05,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
76,2025-09-21,C1075,closed,2.0,13.79,GBP,user76@example.com,27.55,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
77,2025-10-01,C1076,closed,5.0,25.6,EUR,user77@example.com,128.08,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
78,2025-09-12,C1077,open,5.0,47.75,USD,user78@example.com,235.38,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
79,2025-09-16,C1078,closed,1.0,25.85,EUR,user79@example.com,26.15,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
80,2025-09-24,C1079,closed,4.0,39.52,USD,user80@example.com,157.89,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
81,2025-09-22,C1080,closed,3.0,29.02,USD,user81@example.com,86.4,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
82,2025-09-26,C1081,open,3.0,33.76,GBP,user82@example.com,102.75,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
83,2025-09-24,C1082,closed,5.0,23.1,USD,user83@example.com,117.03,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
84,2025-09-19,C1083,closed,2.0,38.36,GBP,user84@example.com,77.61,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
85,2025-09-28,C1084,open,3.0,49.19,USD,user85@example.com,149.36,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
86,2025-09-17,C1085,closed,4.0,35.64,EUR,user86@example.com,141.17,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
87,2025-09-29,C1086,open,5.0,24.3,GBP,user87@example.com,121.06,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
88,2025-09-12,C1087,open,4.0,12.18,EUR,user88@example.com,48.34,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
89,2025-09-24,C1088,open,4.0,41.9,USD,user89@example.com,165.13,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
90,2025-09-25,C1089,closed,3.0,52.58,USD,user90@example.com,155.37,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
91,2025-09-22,C1090,open,2.0,47.68,USD,user91@example.com,96.45,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
92,2025-09-27,C1091,open,2.0,29.2,EUR,user92@example.com,58.43,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
93,2025-09-17,C1092,closed,4.0,28.57,GBP,user93@example.com,114.73,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
94,2025-10-04,C1093,open,4.0,18.69,EUR,user94@example.com,73.76,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
95,2025-09-20,C1094,open,5.0,55.23,GBP,user95@example.com,279.27,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
96,2025-09-07,C1095,closed,3.0,57.0,USD,user96@example.com,169.41,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
97,2025-09-27,C1096,closed,2.0,17.9,EUR,user97@example.com,35.31,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
98,2025-09-14,C1097,open,1.0,58.78,USD,user98@example.com,58.65,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
99,2025-09-21,C1098,pending,1.0,24.89,USD,user99@example.com,24.56,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
100,2025-09-13,C1099,open,4.0,42.95,USD,user100@example.com,174.88,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
101,2025-09-26,C1100,closed,1.0,33.17,USD,user101@example.com,33.71,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
102,2025-09-11,C1101,closed,1.0,54.58,USD,user102@example.com,53.99,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
103,2025-09-08,C1102,closed,4.0,42.34,GBP,user103@example.com,167.79,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
104,2025-09-25,C1103,closed,4.0,47.74,EUR,user104@example.com,190.87,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
105,2025-09-16,C1104,closed,1.0,40.2,USD,user105@example.com,40.02,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
106,2025-09-29,C1105,closed,1.0,35.47,USD,user106@example.com,34.91,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
107,2025-09-30,C1106,open,1.0,40.04,GBP,user107@example.com,40.19,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
108,2025-10-02,C1107,open,4.0,22.66,GBP,user108@example.com,90.46,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
109,2025-09-11,C1108,open,5.0,24.4,USD,user109@example.com,121.53,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
110,2025-10-02,C1109,open,4.0,32.46,USD,user110@example.com,128.9,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
111,2025-10-02,C1110,open,1.0,41.56,USD,user111@example.com,41.74,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
112,2025-09-22,C1111,open,3.0,11.66,EUR,user112@example.com,34.95,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
113,2025-09-18,C1112,closed,3.0,43.74,EUR,user113@example.com,131.23,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
114,2025-09-13,C1113,closed,4.0,28.55,USD,user114@example.com,114.25,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
115,2025-09-15,C1114,closed,5.0,10.27,USD,user115@example.com,50.82,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
116,2025-09-09,C1115,closed,4.0,44.19,USD,user116@example.com,175.93,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
117,2025-09-09,C1116,closed,1.0,40.06,USD,user117@example.com,40.48,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
118,2025-09-16,C1117,open,2.0,32.44,EUR,user118@example.com,64.85,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
119,2025-09-30,C1118,closed,2.0,27.91,USD,user119@example.com,56.02,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
120,2025-09-12,C1119,open,4.0,49.13,USD,user120@example.com,197.11,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
121,2025-09-15,C1120,pending,5.0,11.44,EUR,user121@example.com,57.98,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
122,2025-10-05,C1121,open,3.0,23.26,GBP,user122@example.com,69.17,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
123,2025-09-08,C1122,closed,3.0,38.81,GBP,user123@example.com,114.59,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
124,2025-09-17,C1123,open,2.0,48.62,USD,user124@example.com,97.16,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
125,2025-09-22,C1124,closed,5.0,44.22,USD,user125@example.com,222.12,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
126,2025-10-02,C1125,pending,5.0,27.72,EUR,user126@example.com,138.62,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
127,2025-09-24,C1126,closed,2.0,32.43,EUR,user127@example.com,64.1,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
128,2025-09-21,C1127,open,4.0,43.4,USD,user128@example.com,174.34,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
129,2025-09-17,C1128,open,5.0,37.75,USD,user129@example.com,187.59,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
130,2025-09-16,C1129,closed,3.0,36.29,USD,user130@example.com,107.81,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
131,2025-09-19,C1130,closed,2.0,51.87,USD,user131@example.com,102.68,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
132,2025-09-19,C1131,open,5.0,47.37,USD,user132@example.com,233.22,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
133,2025-09-16,C1132,open,5.0,16.07,USD,user133@example.com,79.41,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
134,2025-09-22,C1133,closed,4.0,40.05,EUR,user134@example.com,162.56,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
135,2025-09-22,C1134,open,5.0,28.17,USD,user135@example.com,141.44,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
136,2025-09-23,C1135,closed,2.0,24.28,USD,user136@example.com,48.27,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
137,2025-09-06,C1136,closed,3.0,21.08,USD,user137@example.com,63.86,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
138,2025-09-26,C1137,open,3.0,19.26,EUR,user138@example.com,57.69,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
139,2025-09-17,C1138,closed,3.0,59.81,EUR,user139@example.com,177.51,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
140,2025-10-03,C1139,open,5.0,31.13,USD,user140@example.com,155.4,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
141,2025-09-24,C1140,pending,1.0,15.04,USD,user141@example.com,15.21,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
142,2025-09-18,C1141,closed,2.0,53.36,USD,user142@example.com,106.01,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
143,2025-09-20,C1142,open,5.0,28.94,GBP,user143@example.com,143.25,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
144,2025-09-07,C1143,open,3.0,50.95,EUR,user144@example.com,150.54,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
145,2025-09-14,C1144,closed,4.0,57.93,USD,user145@example.com,228.91,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
146,2025-09-14,C1145,open,3.0,19.91,EUR,user146@example.com,58.65,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
147,2025-09-07,C1146,closed,5.0,41.7,GBP,user147@example.com,212.06,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
148,2025-09-23,C1147,closed,4.0,39.14,USD,user148@example.com,154.94,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
149,2025-09-10,C1148,open,3.0,38.92,USD,user149@example.com,117.6,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
150,2025-09-25,C1149,open,2.0,23.27,GBP,user150@example.com,46.7,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
151,2025-10-05,C1150,closed,1.0,11.22,EUR,user151@example.com,11.12,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
152,2025-09-29,C1151,closed,4.0,46.41,USD,user152@example.com,183.43,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
153,2025-09-09,C1152,closed,2.0,49.91,GBP,user153@example.com,98.11,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
154,2025-09-15,C1153,open,4.0,59.8,USD,user154@example.com,240.0,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
155,2025-10-01,C1154,open,1.0,25.83,USD,user155@example.com,25.38,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
156,2025-09-22,C1155,closed,4.0,29.59,USD,user156@example.com,117.1,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
157,2025-09-25,C1156,open,5.0,23.74,USD,user157@example.com,121.02,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
158,2025-09-25,C1157,open,1.0,44.19,USD,user158@example.com,44.63,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
159,2025-10-05,C1158,closed,1.0,48.96,USD,user159@example.com,48.86,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
160,2025-09-06,C1159,open,1.0,43.41,GBP,user160@example.com,44.14,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
161,2025-09-27,C1160,closed,1.0,22.72,EUR,user161@example.com,22.97,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
162,2025-09-11,C1161,pending,4.0,31.65,USD,user162@example.com,128.55,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
163,2025-09-28,C1162,open,1.0,38.73,GBP,user163@example.com,38.57,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
164,2025-09-19,C1163,pending,1.0,39.09,GBP,user164@example.com,39.81,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
165,2025-09-16,C1164,open,5.0,25.64,GBP,user165@example.com,130.75,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
166,2025-09-09,C1165,open,2.0,36.09,GBP,user166@example.com,72.6,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
167,2025-09-25,C1166,open,1.0,28.05,EUR,user167@example.com,28.32,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
168,2025-09-06,C1167,closed,2.0,16.86,USD,user168@example.com,33.18,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
169,2025-09-22,C1168,closed,3.0,21.94,USD,user169@example.com,64.6,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
170,2025-09-10,C1169,open,2.0,30.15,USD,user170@example.com,59.71,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
171,2025-10-05,C1170,open,3.0,13.95,EUR,user171@example.com,42.63,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
172,2025-09-09,C1171,pending,5.0,42.19,GBP,user172@example.com,209.53,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
173,2025-09-24,C1172,closed,4.0,24.62,USD,user173@example.com,97.46,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
174,2025-09-30,C1173,pending,4.0,59.39,EUR,user174@example.com,242.28,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
175,2025-09-17,C1174,open,5.0,51.22,EUR,user175@example.com,258.31,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
176,2025-09-23,C1175,open,1.0,36.38,EUR,user176@example.com,36.38,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
177,2025-09-12,C1176,open,3.0,40.23,GBP,user177@example.com,120.8,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
178,2025-10-02,C1177,pending,2.0,44.68,USD,user178@example.com,88.86,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
179,2025-09-16,C1178,open,3.0,42.33,USD,user179@example.com,128.39,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
180,2025-10-03,C1179,pending,2.0,52.24,GBP,user180@example.com,106.28,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
181,2025-09-15,C1180,closed,4.0,47.54,USD,user181@example.com,192.37,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
182,2025-10-01,C1181,open,3.0,28.64,USD,user182@example.com,86.9,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
183,2025-10-04,C1182,closed,2.0,53.12,EUR,user183@example.com,107.67,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
184,2025-09-21,C1183,closed,5.0,29.47,GBP,user184@example.com,147.12,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
185,2025-09-19,C1184,open,2.0,38.38,USD,user185@example.com,77.42,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
186,2025-09-08,C1185,pending,4.0,46.79,USD,user186@example.com,189.98,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
187,2025-09-30,C1186,closed,3.0,19.43,USD,user187@example.com,57.77,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
188,2025-09-08,C1187,open,2.0,57.29,EUR,user188@example.com,115.4,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
189,2025-09-11,C1188,pending,5.0,10.31,USD,user189@example.com,51.35,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
190,2025-09-24,C1189,open,5.0,50.72,USD,user190@example.com,256.29,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
191,2025-09-23,C1190,closed,4.0,54.05,GBP,user191@example.com,218.51,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
192,2025-09-15,C1191,closed,1.0,26.9,EUR,user192@example.com,26.8,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
193,2025-09-17,C1192,open,2.0,56.02,GBP,user193@example.com,112.03,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
194,2025-09-14,C1193,open,5.0,41.36,USD,user194@example.com,202.71,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
195,2025-09-22,C1194,closed,5.0,23.12,EUR,user195@example.com,115.54,True,assign dq_alert = mean_total_amount_shift,mean_total_amount_shift,
